TransactionId,Region,Category,SalesRep,Quantity,Revenue,Cost,Status,TransactionDate
23685,Asia-Pacific,Home Appliances,Fiona Gallagher,28,4554.76,2941.29,Processing,2025-06-26
23686,Europe,Home Appliances,George Clark,36,3901.68,2132.82,Completed,2025-01-09
23687,Latin America,Home Appliances,Diana Prince,9,815.13,413.34,Processing,2025-11-21
23688,North America,Home Appliances,Charlie Brown,74,13931.98,7719.99,Pending,2025-11-08
23689,Europe,Furniture,Evan Wright,2,139.72,69.98,Completed,2025-06-10
23690,Asia-Pacific,Office Supplies,Charlie Brown,69,2686.86,1270.11,Processing,2025-08-19
23691,Asia-Pacific,Home Appliances,Fiona Gallagher,47,4131.77,2889.42,Pending,2025-09-16
23692,Asia-Pacific,Home Appliances,Alice Johnson,61,5417.41,2673.81,Completed,2025-01-20
23693,Asia-Pacific,Apparel,Fiona Gallagher,49,6335.7,2890.71,Pending,2025-07-11
23694,Europe,Office Supplies,Bob Smith,25,479.25,236.04,Pending,2025-10-01
23695,Europe,Home Appliances,George Clark,3,216.99,136.24,Completed,2025-08-16
23696,North America,Office Supplies,George Clark,35,5166.35,2842.46,Completed,2025-04-27
23697,Latin America,Furniture,Diana Prince,39,7735.65,5375.74,Pending,2025-08-06
23698,Europe,Furniture,Evan Wright,93,15092.04,8113.69,Completed,2025-08-03
23699,Latin America,Office Supplies,Fiona Gallagher,56,9987.6,6939.37,Processing,2025-09-27
23700,Europe,Furniture,Bob Smith,89,17134.28,7918.19,Processing,2025-04-17
23701,Asia-Pacific,Furniture,Diana Prince,23,2090.93,987.46,Shipped,2025-05-13
23702,Latin America,Electronics,Evan Wright,66,9415.56,5569.26,Completed,2025-07-23
23703,North America,Furniture,Evan Wright,28,3789.8,2600.65,Processing,2025-06-09
23704,North America,Apparel,Charlie Brown,5,680.35,329.49,Shipped,2025-09-14
23705,Asia-Pacific,Home Appliances,Charlie Brown,48,2403.84,1302.81,Pending,2025-01-18
23706,Europe,Furniture,Evan Wright,2,161.84,75.26,Processing,2025-09-02
23707,Latin America,Home Appliances,George Clark,3,468.45,219.94,Shipped,2025-01-18
23708,North America,Electronics,Alice Johnson,6,1115.16,542.56,Completed,2025-01-20
23709,Asia-Pacific,Home Appliances,Fiona Gallagher,30,1730.1,1187.46,Processing,2025-07-07
23710,Asia-Pacific,Office Supplies,Fiona Gallagher,72,4595.76,2710.61,Shipped,2025-03-26
23711,Asia-Pacific,Apparel,Fiona Gallagher,27,2544.48,1484.05,Processing,2025-03-26
23712,Asia-Pacific,Furniture,Bob Smith,40,8596,5202.61,Shipped,2025-06-25
23713,North America,Furniture,Evan Wright,99,9523.8,5360.43,Processing,2025-05-17
23714,Latin America,Electronics,Charlie Brown,48,8482.08,5766.39,Shipped,2025-07-11
23715,Latin America,Home Appliances,Evan Wright,99,2423.52,1262.86,Pending,2025-05-10
23716,North America,Home Appliances,Alice Johnson,38,2039.46,1086.48,Processing,2025-04-24
23717,Europe,Home Appliances,Evan Wright,15,2688.9,1731.15,Pending,2025-07-04
23718,Asia-Pacific,Apparel,Fiona Gallagher,90,15929.1,9566.49,Pending,2025-09-17
23719,Europe,Home Appliances,Charlie Brown,44,6124.36,2862.55,Processing,2025-05-18
23720,Asia-Pacific,Electronics,Fiona Gallagher,51,2457.18,1673.76,Completed,2025-07-21
23721,Latin America,Office Supplies,Fiona Gallagher,63,5639.76,3837.21,Shipped,2025-09-18
23722,Asia-Pacific,Apparel,George Clark,14,1976.38,1182.19,Completed,2025-01-13
23723,Asia-Pacific,Home Appliances,Charlie Brown,36,5812.2,2873.95,Shipped,2025-03-13
23724,Europe,Furniture,Bob Smith,48,3932.64,1810.2,Processing,2025-10-09
23725,Latin America,Office Supplies,Bob Smith,61,9229.91,6407.38,Shipped,2025-06-21
23726,Asia-Pacific,Furniture,Alice Johnson,62,6781.56,4213.46,Completed,2025-05-21
23727,Europe,Apparel,Alice Johnson,62,6170.24,4192.46,Completed,2025-06-13
23728,Europe,Home Appliances,Bob Smith,21,1615.74,859.98,Processing,2025-09-15
23729,Europe,Office Supplies,Bob Smith,3,539.79,371.88,Processing,2025-05-24
23730,Europe,Furniture,Evan Wright,95,2900.35,1731.49,Processing,2025-08-02
23731,North America,Apparel,George Clark,8,237.12,120.45,Shipped,2025-07-18
23732,Asia-Pacific,Electronics,Alice Johnson,78,14254.5,9718.18,Processing,2025-05-24
23733,Asia-Pacific,Apparel,Fiona Gallagher,10,510.3,297.81,Pending,2025-06-08
23734,Latin America,Apparel,George Clark,98,12219.62,6311.79,Completed,2025-02-01
23735,Asia-Pacific,Office Supplies,Diana Prince,47,5109.37,2541.79,Completed,2025-04-08
23736,Latin America,Apparel,Diana Prince,82,10113.06,5071.7,Shipped,2025-01-27
23737,Europe,Home Appliances,Evan Wright,25,3231.25,2102.79,Processing,2025-06-24
23738,Asia-Pacific,Office Supplies,Bob Smith,46,6859.98,4481.5,Processing,2025-03-25
23739,Europe,Office Supplies,Bob Smith,8,1348.72,911.56,Pending,2025-09-22
23740,Latin America,Home Appliances,Fiona Gallagher,87,17595.75,10459.6,Pending,2025-11-05
23741,Europe,Home Appliances,Bob Smith,33,7064.64,4224.76,Shipped,2025-06-22
23742,North America,Furniture,Bob Smith,4,513.44,311.74,Shipped,2025-09-18
23743,Latin America,Home Appliances,George Clark,79,8824.3,5647.13,Shipped,2025-01-16
23744,North America,Furniture,Evan Wright,99,10989,6351.49,Completed,2025-05-08
23745,Asia-Pacific,Office Supplies,Alice Johnson,70,8983.8,6247.34,Completed,2025-09-16
23746,Asia-Pacific,Home Appliances,George Clark,78,2357.94,1235,Pending,2025-10-27
23747,Europe,Office Supplies,Bob Smith,13,1006.07,559.99,Shipped,2025-07-07
23748,North America,Home Appliances,Bob Smith,30,4038.3,2113.61,Processing,2025-11-08
23749,Asia-Pacific,Office Supplies,Charlie Brown,90,19009.8,12937.22,Pending,2025-02-02
23750,Asia-Pacific,Apparel,Diana Prince,94,4583.44,2626.26,Processing,2025-03-26
23751,North America,Home Appliances,Charlie Brown,79,3206.61,1714.79,Shipped,2025-10-26
23752,Europe,Home Appliances,Evan Wright,99,17626.95,11483.34,Pending,2025-09-08
23753,Asia-Pacific,Home Appliances,Evan Wright,84,17266.2,8907.37,Completed,2025-08-23
23754,Asia-Pacific,Office Supplies,George Clark,26,736.32,449.42,Completed,2025-03-02
23755,Latin America,Home Appliances,Fiona Gallagher,97,2093.26,955.52,Completed,2025-07-10
23756,Europe,Office Supplies,Fiona Gallagher,79,4643.62,3113.72,Processing,2025-09-08
23757,Europe,Home Appliances,Alice Johnson,50,1456,760.92,Pending,2025-07-10
23758,North America,Furniture,Evan Wright,62,10624.32,6774.45,Processing,2025-11-26
23759,Asia-Pacific,Office Supplies,George Clark,19,1314.04,792.85,Processing,2025-10-08
23760,North America,Electronics,Fiona Gallagher,16,1700.8,1101.22,Processing,2025-03-10
23761,North America,Office Supplies,Charlie Brown,87,7708.2,4760.77,Processing,2025-11-08
23762,Latin America,Apparel,Fiona Gallagher,93,17461.68,9119.86,Shipped,2025-04-08
23763,Europe,Home Appliances,Evan Wright,83,11514.59,7439.55,Shipped,2025-03-16
23764,Asia-Pacific,Furniture,Bob Smith,81,7055.91,3947.74,Completed,2025-09-14
23765,Asia-Pacific,Home Appliances,Evan Wright,87,4993.8,2255.64,Processing,2025-10-03
23766,Europe,Electronics,Alice Johnson,40,7178.8,3559.34,Shipped,2025-06-12
23767,Asia-Pacific,Furniture,Evan Wright,88,13383.04,8719.36,Processing,2025-01-17
23768,North America,Apparel,George Clark,52,2750.8,1489.44,Pending,2025-08-13
23769,Asia-Pacific,Apparel,George Clark,78,16359.72,9477.23,Pending,2025-04-02
23770,Europe,Apparel,George Clark,94,7335.76,4995.9,Pending,2025-09-15
23771,Latin America,Home Appliances,George Clark,81,15050.61,9055.62,Shipped,2025-10-06
23772,North America,Electronics,Evan Wright,49,7947.8,4286.31,Shipped,2025-07-23
23773,Europe,Electronics,Diana Prince,17,2221.39,1353.17,Processing,2025-04-07
23774,Asia-Pacific,Apparel,Evan Wright,53,8649.07,5339.26,Processing,2025-06-20
23775,Europe,Apparel,George Clark,86,16573.92,10574.37,Completed,2025-05-08
23776,Europe,Office Supplies,Charlie Brown,96,8779.2,5048.19,Completed,2025-05-16
23777,North America,Furniture,Fiona Gallagher,33,3456.42,2097.67,Pending,2025-11-03
23778,Asia-Pacific,Office Supplies,Diana Prince,26,460.72,210.37,Shipped,2025-10-25
23779,Latin America,Furniture,Charlie Brown,87,14837.85,7770.07,Processing,2025-03-23
23780,Latin America,Furniture,Fiona Gallagher,16,517.28,252.45,Pending,2025-07-06
23781,Latin America,Electronics,Charlie Brown,47,9070.53,5870.74,Pending,2025-03-25
23782,Latin America,Office Supplies,Bob Smith,21,695.94,397.34,Pending,2025-07-02
23783,Europe,Office Supplies,Charlie Brown,12,456.72,275.18,Completed,2025-08-16
23784,Europe,Furniture,Charlie Brown,73,10793.05,7031.99,Pending,2025-02-22
23785,Asia-Pacific,Office Supplies,George Clark,76,11101.32,7404.6,Pending,2025-06-19
23786,Asia-Pacific,Apparel,Bob Smith,82,11035.56,5060.32,Processing,2025-10-02
23787,Latin America,Home Appliances,George Clark,81,13491.36,7115.06,Completed,2025-06-01
23788,Asia-Pacific,Furniture,Fiona Gallagher,49,1798.3,937.75,Processing,2025-11-02
23789,North America,Home Appliances,Fiona Gallagher,14,1896.16,1064.52,Processing,2025-01-03
23790,Europe,Office Supplies,Charlie Brown,38,6980.98,4178.95,Processing,2025-11-06
23791,Latin America,Furniture,Evan Wright,13,854.88,524.03,Completed,2025-04-04
23792,Latin America,Home Appliances,Alice Johnson,45,8841.6,5217.81,Completed,2025-10-02
23793,Europe,Electronics,Fiona Gallagher,77,13129.27,8084.26,Pending,2025-11-27
23794,Asia-Pacific,Home Appliances,George Clark,1,116.37,79.19,Shipped,2025-05-16
23795,Europe,Home Appliances,Evan Wright,8,1496.4,846.96,Processing,2025-07-02
23796,Latin America,Furniture,Alice Johnson,17,1886.15,1219.89,Pending,2025-04-25
23797,Europe,Office Supplies,Evan Wright,50,2870,1497.49,Shipped,2025-01-12
23798,North America,Home Appliances,George Clark,16,255.36,136.31,Processing,2025-03-25
23799,Europe,Home Appliances,Alice Johnson,89,4636.01,2915.97,Shipped,2025-08-16
23800,Latin America,Electronics,Evan Wright,18,2876.94,1735.35,Processing,2025-06-26
23801,Latin America,Office Supplies,Diana Prince,22,493.46,277.02,Pending,2025-04-19
23802,North America,Furniture,Bob Smith,15,3024.9,1782.95,Completed,2025-05-13
23803,Latin America,Office Supplies,Evan Wright,22,3858.58,2335.9,Pending,2025-05-25
23804,Asia-Pacific,Apparel,Evan Wright,1,143.15,66.21,Completed,2025-04-23
23805,Europe,Home Appliances,Evan Wright,47,6107.65,3495.19,Shipped,2025-07-10
23806,Europe,Apparel,George Clark,95,15558.15,7983.77,Shipped,2025-09-01
23807,Europe,Apparel,Bob Smith,87,15161.49,7278.19,Processing,2025-09-19
23808,Latin America,Home Appliances,Charlie Brown,5,888.35,423.31,Processing,2025-02-16
23809,Latin America,Home Appliances,Alice Johnson,90,11970,6755.37,Completed,2025-03-18
23810,Latin America,Home Appliances,Evan Wright,99,6945.84,4207.04,Shipped,2025-08-20
23811,Asia-Pacific,Apparel,George Clark,85,13813.35,9276.79,Shipped,2025-06-21
23812,North America,Home Appliances,Fiona Gallagher,66,12078,5927.87,Completed,2025-05-23
23813,Latin America,Furniture,Evan Wright,22,3288.78,1603.35,Processing,2025-02-22
23814,North America,Electronics,Fiona Gallagher,90,7764.3,3660.44,Completed,2025-06-10
23815,Asia-Pacific,Electronics,Alice Johnson,14,1320.76,863.73,Pending,2025-06-09
23816,Latin America,Apparel,Bob Smith,80,11064.8,6231.62,Shipped,2025-07-10
23817,North America,Electronics,Diana Prince,65,9777.3,6718.14,Pending,2025-10-14
23818,Latin America,Home Appliances,George Clark,8,431.2,246.55,Pending,2025-07-08
23819,Latin America,Apparel,Bob Smith,78,13101.66,7091.2,Pending,2025-03-11
23820,Asia-Pacific,Electronics,Bob Smith,61,4298.67,1948.29,Completed,2025-01-12
23821,Latin America,Furniture,Diana Prince,34,2269.16,1539.52,Pending,2025-10-15
23822,Europe,Office Supplies,Evan Wright,35,2185.05,1158.62,Completed,2025-08-25
23823,North America,Apparel,Bob Smith,94,9209.18,4792.46,Shipped,2025-05-19
23824,Europe,Apparel,Charlie Brown,36,589.32,377.85,Processing,2025-08-08
23825,Latin America,Furniture,Charlie Brown,40,7680,3921.56,Shipped,2025-01-19
23826,Asia-Pacific,Office Supplies,Fiona Gallagher,92,18527.88,9993.05,Shipped,2025-10-10
23827,North America,Electronics,Charlie Brown,10,1944.1,1149.37,Completed,2025-08-06
23828,North America,Apparel,Bob Smith,32,4777.28,3293.22,Processing,2025-06-08
23829,Asia-Pacific,Electronics,Charlie Brown,53,10350.37,6538.22,Pending,2025-07-01
23830,Latin America,Furniture,Fiona Gallagher,35,3865.4,2360.68,Pending,2025-07-18
23831,Latin America,Home Appliances,Charlie Brown,39,6448.26,3970.75,Pending,2025-01-12
23832,Asia-Pacific,Home Appliances,Alice Johnson,3,322.17,196.79,Completed,2025-09-20
23833,North America,Home Appliances,Diana Prince,29,3343.12,2238.12,Pending,2025-08-10
23834,Europe,Home Appliances,Bob Smith,6,968.88,442.98,Processing,2025-01-17
23835,Latin America,Electronics,Fiona Gallagher,70,7987,4527.67,Processing,2025-03-17
23836,Latin America,Apparel,Bob Smith,74,9161.2,5887.82,Pending,2025-07-22
23837,North America,Office Supplies,Diana Prince,59,8996.32,4926.21,Shipped,2025-03-07
23838,North America,Apparel,George Clark,13,206.57,136.9,Pending,2025-08-20
23839,Latin America,Office Supplies,Alice Johnson,97,2749.95,1854.34,Completed,2025-11-27
23840,North America,Electronics,Alice Johnson,93,10200.24,7007.98,Processing,2025-10-14
23841,North America,Electronics,Diana Prince,17,1981.69,1026.68,Completed,2025-04-12
23842,Asia-Pacific,Office Supplies,Evan Wright,45,1479.6,965.82,Pending,2025-10-03
23843,Asia-Pacific,Electronics,Diana Prince,90,12830.4,7981.84,Pending,2025-04-01
23844,North America,Office Supplies,George Clark,42,2693.46,1540.21,Pending,2025-09-13
23845,Europe,Home Appliances,Charlie Brown,73,11012.05,6713.25,Processing,2025-03-11
23846,Europe,Home Appliances,Fiona Gallagher,90,2898.9,1591.37,Shipped,2025-03-21
23847,Latin America,Office Supplies,Charlie Brown,41,7746.95,4411.92,Shipped,2025-02-23
23848,Asia-Pacific,Furniture,Alice Johnson,77,11147.29,6758.77,Pending,2025-07-01
23849,Asia-Pacific,Electronics,Charlie Brown,85,12772.1,6489.76,Shipped,2025-03-13
23850,Europe,Electronics,Diana Prince,7,323.68,186.18,Shipped,2025-06-07
23851,North America,Office Supplies,Charlie Brown,12,1643.52,1088.18,Pending,2025-01-01
23852,Europe,Electronics,Alice Johnson,36,3030.48,1405.94,Completed,2025-08-05
23853,Europe,Electronics,Fiona Gallagher,61,2734.02,1513.54,Processing,2025-02-26
23854,Europe,Apparel,Bob Smith,82,5699.82,3161.91,Shipped,2025-05-04
23855,Asia-Pacific,Furniture,George Clark,1,171.43,105.67,Shipped,2025-11-05
23856,Europe,Furniture,Fiona Gallagher,71,6756.36,4709.44,Completed,2025-02-10
23857,Asia-Pacific,Office Supplies,Fiona Gallagher,6,1218.54,748.4,Pending,2025-07-08
23858,Latin America,Furniture,Bob Smith,65,12767.3,6385.12,Shipped,2025-05-11
23859,North America,Office Supplies,Alice Johnson,94,13593.34,9473.24,Shipped,2025-01-26
23860,North America,Electronics,Alice Johnson,98,14421.68,9771.22,Shipped,2025-10-24
23861,Europe,Furniture,Bob Smith,15,1504.5,869.32,Completed,2025-09-19
23862,Latin America,Office Supplies,Evan Wright,2,142.52,99.75,Shipped,2025-09-17
23863,North America,Office Supplies,Evan Wright,28,615.44,430.54,Completed,2025-06-14
23864,North America,Electronics,Charlie Brown,88,14559.6,6619.73,Processing,2025-10-03
23865,North America,Electronics,Charlie Brown,42,1812.3,1259.85,Processing,2025-02-12
23866,Europe,Furniture,Alice Johnson,75,3939.75,1804.49,Shipped,2025-08-09
23867,Europe,Electronics,Alice Johnson,5,703.25,476.86,Completed,2025-04-19
23868,Europe,Furniture,Fiona Gallagher,88,4021.6,2016.7,Shipped,2025-09-18
23869,North America,Office Supplies,Bob Smith,18,891.54,536.65,Pending,2025-07-08
23870,Europe,Furniture,Charlie Brown,58,3183.04,1774.44,Completed,2025-09-19
23871,Latin America,Electronics,Alice Johnson,79,2768.95,1552.3,Shipped,2025-07-23
23872,Asia-Pacific,Office Supplies,Charlie Brown,59,12112.11,7057.26,Shipped,2025-09-05
23873,North America,Apparel,Alice Johnson,56,5467.84,2942.52,Shipped,2025-05-26
23874,Europe,Furniture,Evan Wright,39,1678.17,957.95,Processing,2025-03-21
23875,Asia-Pacific,Office Supplies,Fiona Gallagher,4,505.44,271.15,Completed,2025-10-03
23876,Latin America,Office Supplies,Fiona Gallagher,58,9969.04,4571.21,Pending,2025-03-26
23877,Asia-Pacific,Electronics,Diana Prince,41,3473.93,1709.71,Processing,2025-02-11
23878,North America,Electronics,Bob Smith,41,3705.17,1839.04,Completed,2025-11-09
23879,Europe,Electronics,Fiona Gallagher,57,8417.76,4482.75,Pending,2025-05-24
23880,North America,Home Appliances,Evan Wright,48,1911.84,953.65,Shipped,2025-10-04
23881,Europe,Home Appliances,Alice Johnson,89,17893.45,8885.25,Pending,2025-03-19
23882,Latin America,Apparel,Bob Smith,22,3015.54,1701.54,Pending,2025-07-05
23883,North America,Electronics,Diana Prince,36,7611.12,4316.99,Shipped,2025-01-05
23884,Asia-Pacific,Furniture,Fiona Gallagher,2,264.54,134.54,Completed,2025-10-03
23885,Europe,Electronics,Bob Smith,27,2332.53,1612.7,Shipped,2025-05-20
23886,Asia-Pacific,Apparel,Fiona Gallagher,45,8692.2,5995.92,Completed,2025-01-17
23887,Asia-Pacific,Office Supplies,Diana Prince,90,16799.4,10770.87,Completed,2025-06-27
23888,Latin America,Home Appliances,Evan Wright,19,1523.42,876.58,Processing,2025-03-15
23889,Latin America,Furniture,George Clark,84,17325,8920.87,Completed,2025-09-09
23890,Europe,Apparel,Fiona Gallagher,8,1719.2,1186.11,Shipped,2025-07-12
23891,Asia-Pacific,Electronics,Bob Smith,8,1389.92,754.92,Pending,2025-11-14
23892,North America,Electronics,Diana Prince,55,3731.75,2026.19,Pending,2025-01-19
23893,Asia-Pacific,Office Supplies,Evan Wright,81,3803.76,2227.21,Processing,2025-04-23
23894,North America,Electronics,Fiona Gallagher,61,8066.64,5466.8,Processing,2025-10-27
23895,Europe,Apparel,Bob Smith,77,14429.03,8119.95,Completed,2025-03-16
23896,Latin America,Electronics,Alice Johnson,45,1269.45,672.41,Processing,2025-03-04
23897,Latin America,Electronics,Charlie Brown,81,13518.09,9380.64,Completed,2025-02-23
23898,Asia-Pacific,Furniture,Diana Prince,48,6940.8,3597.99,Shipped,2025-01-11
23899,Europe,Office Supplies,Evan Wright,10,1326,786.2,Shipped,2025-09-07
23900,Asia-Pacific,Apparel,Evan Wright,37,3119.47,1773.44,Shipped,2025-02-24
23901,Asia-Pacific,Furniture,Fiona Gallagher,16,2200.64,1008.78,Processing,2025-09-24
23902,North America,Home Appliances,Evan Wright,24,2440.8,1501.59,Pending,2025-10-19
23903,Europe,Electronics,George Clark,44,1126.4,649.41,Shipped,2025-03-13
23904,North America,Home Appliances,George Clark,47,3991.71,2590.12,Completed,2025-08-19
23905,Asia-Pacific,Home Appliances,Charlie Brown,74,5993.26,3750.36,Completed,2025-06-25
23906,Asia-Pacific,Furniture,Diana Prince,10,1088.4,665.34,Pending,2025-01-04
23907,Latin America,Home Appliances,George Clark,99,19158.48,9314.37,Processing,2025-10-23
23908,Latin America,Home Appliances,Charlie Brown,66,8578.68,5484.35,Completed,2025-01-27
23909,Europe,Furniture,Bob Smith,9,1765.26,853.18,Processing,2025-10-01
23910,North America,Home Appliances,Fiona Gallagher,55,5232.7,2657.32,Processing,2025-10-23
23911,Latin America,Home Appliances,George Clark,95,17200.7,9803.58,Processing,2025-09-19
23912,Asia-Pacific,Office Supplies,Evan Wright,51,1309.17,745.57,Shipped,2025-04-21
23913,Latin America,Furniture,Fiona Gallagher,60,2865,1913.5,Completed,2025-02-02
23914,North America,Office Supplies,Charlie Brown,1,170.13,107.56,Shipped,2025-11-05
23915,North America,Apparel,Charlie Brown,14,1052.66,530.71,Pending,2025-07-11
23916,Europe,Electronics,Charlie Brown,3,171,104.13,Shipped,2025-05-17
23917,North America,Apparel,Bob Smith,64,11420.16,7367.97,Processing,2025-05-11
23918,Europe,Office Supplies,Diana Prince,16,1911.68,1284.52,Shipped,2025-05-15
23919,Europe,Office Supplies,Bob Smith,78,1532.7,983.56,Pending,2025-05-01
23920,Asia-Pacific,Furniture,Charlie Brown,33,4556.64,2246.83,Completed,2025-07-07
23921,Latin America,Furniture,Bob Smith,66,10040.58,6841.31,Processing,2025-09-27
23922,Latin America,Apparel,George Clark,88,12305.04,7557.6,Shipped,2025-03-27
23923,Europe,Apparel,George Clark,98,5512.5,3596.31,Pending,2025-01-06
23924,Latin America,Furniture,Bob Smith,63,7793.1,4089.9,Shipped,2025-11-02
23925,Europe,Home Appliances,Fiona Gallagher,50,10469,4792,Pending,2025-09-22
23926,North America,Home Appliances,Charlie Brown,42,1508.22,917.04,Shipped,2025-08-25
23927,North America,Apparel,Charlie Brown,73,9629.43,5517.78,Shipped,2025-11-14
23928,Asia-Pacific,Electronics,Alice Johnson,52,9964.24,5866.66,Pending,2025-03-10
23929,North America,Home Appliances,Bob Smith,22,1099.34,607.89,Completed,2025-09-06
23930,Latin America,Furniture,George Clark,19,3756.87,2276.79,Completed,2025-01-10
23931,Asia-Pacific,Office Supplies,Bob Smith,97,12351.98,7054.79,Completed,2025-04-19
23932,Latin America,Apparel,Charlie Brown,21,992.04,633.03,Pending,2025-05-20
23933,Asia-Pacific,Furniture,Charlie Brown,54,11101.32,6068.26,Completed,2025-08-20
23934,Asia-Pacific,Office Supplies,George Clark,80,8696,5046.19,Completed,2025-10-22
23935,North America,Electronics,Alice Johnson,52,10407.28,6000.7,Processing,2025-07-05
23936,Latin America,Furniture,Alice Johnson,40,6998.8,3473.38,Processing,2025-10-23
23937,Latin America,Office Supplies,George Clark,77,5717.25,3776.33,Completed,2025-10-20
23938,Asia-Pacific,Apparel,Fiona Gallagher,97,8752.31,4710.75,Shipped,2025-07-09
23939,Asia-Pacific,Electronics,Evan Wright,67,13269.35,8570.87,Pending,2025-06-10
23940,Asia-Pacific,Home Appliances,Bob Smith,90,17739,10852.61,Completed,2025-07-08
23941,Latin America,Electronics,Charlie Brown,78,10830.3,5444.41,Processing,2025-09-25
23942,Europe,Home Appliances,Charlie Brown,39,7251.66,4163.8,Processing,2025-06-22
23943,North America,Office Supplies,George Clark,41,2472.71,1695.82,Shipped,2025-02-02
23944,Asia-Pacific,Office Supplies,Fiona Gallagher,24,2276.64,1075.08,Shipped,2025-06-15
23945,Latin America,Home Appliances,Charlie Brown,28,5349.68,3736.4,Completed,2025-05-16
23946,North America,Electronics,Diana Prince,65,6570.85,3149.03,Pending,2025-06-04
23947,Europe,Home Appliances,Evan Wright,78,11374.74,6680.34,Completed,2025-08-06
23948,North America,Office Supplies,Fiona Gallagher,54,10908.54,5787.96,Shipped,2025-06-14
23949,Europe,Electronics,Bob Smith,1,213.87,130.51,Shipped,2025-11-02
23950,Asia-Pacific,Furniture,George Clark,77,11964.26,6235.43,Pending,2025-08-16
23951,Latin America,Home Appliances,Bob Smith,54,7303.5,4498.51,Processing,2025-10-26
23952,Latin America,Electronics,Diana Prince,1,43.4,29.77,Processing,2025-08-15
23953,Latin America,Office Supplies,George Clark,45,8224.2,4931.98,Processing,2025-11-13
23954,Europe,Apparel,Evan Wright,66,12380.28,6729.26,Completed,2025-05-17
23955,Europe,Home Appliances,Diana Prince,34,1443.98,670.98,Processing,2025-09-24
23956,Asia-Pacific,Electronics,Bob Smith,42,1758.96,872.02,Shipped,2025-04-08
23957,Asia-Pacific,Furniture,Diana Prince,7,976.22,471.72,Pending,2025-05-03
23958,North America,Home Appliances,Charlie Brown,14,1915.34,1114.55,Processing,2025-08-23
23959,North America,Furniture,Alice Johnson,55,8259.9,5682.43,Shipped,2025-01-22
23960,Europe,Office Supplies,Charlie Brown,83,6464.87,3860.94,Processing,2025-08-03
23961,North America,Home Appliances,Fiona Gallagher,45,9412.65,4313.23,Shipped,2025-10-25
23962,Europe,Home Appliances,George Clark,25,4141.25,2188.28,Processing,2025-02-27
23963,North America,Home Appliances,Fiona Gallagher,42,8917.86,5850.54,Shipped,2025-10-23
23964,Latin America,Apparel,Alice Johnson,8,801.76,467.43,Completed,2025-04-21
23965,North America,Electronics,George Clark,72,11480.4,7328.07,Completed,2025-05-06
23966,Latin America,Apparel,Bob Smith,26,3998.02,2115.67,Processing,2025-05-22
23967,Europe,Furniture,Diana Prince,3,391.8,188.9,Shipped,2025-03-05
23968,Latin America,Office Supplies,Fiona Gallagher,7,1348.62,941.43,Processing,2025-03-26
23969,North America,Electronics,Bob Smith,2,416.76,267.29,Completed,2025-01-06
23970,Asia-Pacific,Electronics,Charlie Brown,75,11532,7014.15,Pending,2025-03-27
23971,Europe,Furniture,Bob Smith,97,10216.04,6003.29,Pending,2025-10-01
23972,Europe,Furniture,Evan Wright,60,1016.4,646.59,Pending,2025-03-08
23973,Asia-Pacific,Furniture,Charlie Brown,1,17.51,9.53,Processing,2025-07-03
23974,Latin America,Office Supplies,Evan Wright,93,17065.5,11626.72,Completed,2025-08-26
23975,Latin America,Apparel,Alice Johnson,49,2396.59,1642.76,Processing,2025-04-21
23976,Asia-Pacific,Electronics,Evan Wright,58,7025.54,3879.6,Pending,2025-01-26
23977,Asia-Pacific,Apparel,Charlie Brown,95,9245.4,4978.75,Completed,2025-09-08
23978,Europe,Furniture,Charlie Brown,46,8770.36,4072.4,Shipped,2025-11-13
23979,North America,Home Appliances,Fiona Gallagher,58,8821.22,4498.33,Completed,2025-09-11
23980,Asia-Pacific,Furniture,Alice Johnson,67,13079.07,8791.23,Completed,2025-04-27
23981,Asia-Pacific,Apparel,Fiona Gallagher,39,6162.39,4164.59,Processing,2025-07-26
23982,Europe,Home Appliances,Fiona Gallagher,33,4601.19,2148.86,Processing,2025-03-05
23983,North America,Furniture,Bob Smith,91,4464.46,2045.19,Processing,2025-10-11
23984,Europe,Furniture,Evan Wright,87,3386.04,2297.02,Pending,2025-05-09
23985,Asia-Pacific,Office Supplies,Diana Prince,31,6607.34,4186.47,Completed,2025-09-26
23986,Asia-Pacific,Home Appliances,Alice Johnson,8,788.96,499.95,Pending,2025-08-27
23987,Latin America,Electronics,Fiona Gallagher,68,8524.48,4516.7,Processing,2025-08-11
23988,Europe,Electronics,George Clark,78,15752.1,8286.95,Processing,2025-05-23
23989,Asia-Pacific,Electronics,Alice Johnson,87,3562.65,1802,Completed,2025-05-01
23990,Europe,Home Appliances,Alice Johnson,67,3214.66,1568.88,Pending,2025-02-10
23991,Asia-Pacific,Electronics,Fiona Gallagher,74,10980.12,6634.71,Shipped,2025-06-20
23992,Latin America,Electronics,Alice Johnson,8,1168.16,701.75,Completed,2025-01-16
23993,Latin America,Apparel,Bob Smith,42,3246.6,1900.66,Processing,2025-11-21
23994,North America,Home Appliances,Charlie Brown,45,6620.85,3955.54,Shipped,2025-08-11
23995,North America,Apparel,Charlie Brown,57,5340.33,2936.45,Pending,2025-03-09
23996,Latin America,Furniture,Fiona Gallagher,67,9432.93,5606.33,Pending,2025-03-15
23997,North America,Home Appliances,Evan Wright,39,6555.51,4441.71,Pending,2025-05-14
